"","OBJECTID","HUC12","HUC_STATE_NAME","HUC_STATE_ABBR","HUC_Region","HUC_RESERVE","Core_Edge_ratio","Perc_IC","Perc_Natural","Perc_Ag","Erodibility_Factor","MEAN_Marsh_Tidal_Range","Perc_Hardened_Shoreline","Shoreline_Sinuosity","Wetland_Connectedness","Pct_MUC_below_MHHW","Pct_MUC_below_MTL","UnvegVegEdge_ratio","AVG_migration_ratio","Acres","Shape_Length","Shape_Area","Core_Edge_ratio_Quantile","Perc_IC_Quantile","Perc_Natural_Quantile","Perc_Ag_Quantile","Erodibility_Factor_Quantile","MEAN_Marsh_Tidal_Range_Quantile","Perc_Hardened_Shoreline_Quantile","Shoreline_Sinuosity_Quantile","Wetland_Connectedness_Quantile","Pct_MUC_below_MHHW_Quantile","Pct_MUC_below_MTL_Quantile","UnvegVegEdge_ratio_Quantile","AVG_migration_ratio_Quantile","QuantileScoreSum","CurrentConditionSum","VulnerabilitySum","AdaptiveCapacitySum","CurrentConditionSum_Quantile","VulnerabilitySum_Quantile","AdaptiveCapacitySum_Quantile","QuantileScoreSum_Quantile","ConditionCategory","VulnerabilityCategory","AdaptiveCapacityCategory","ManagementCategory"
"70",70,10500030604,"Maine","ME","Northeast","",1.4323835,0.4750381,98.3540192,0.0241336,0.251162791,2.902352392,0.457883623,-0.454365236,48.48484848,0.33322962,0.060360921,0.425652981,0.09539957,5407.373592,41957.84522,21882864.55,8,-3,9,-3,-7,10,-3,7,7,-5,-3,-1,3,20,10,-5,16,10,-2,7,10,"High","Low","High","High-Low-High"
"71",71,10500040203,"Maine","ME","Northeast","",0,1.017041,91.5831757,4.9445109,0.334716981,6.045096867,0.471340057,-0.870081504,9.090909091,0.90625,0.828125,1000,0.167145211,7190.210014,29627.98066,29097747.57,1,-4,8,-7,-10,10,-3,1,3,-10,-10,-10,4,-24,-12,-20,8,3,-10,3,1,"Low","High","Low","Low-High-Low"
"72",72,10500040204,"Maine","ME","Northeast","",0.1688312,9.671443,58.0965157,14.3307009,0.350065359,5.98227582,0,-0.75296365,46.66666667,0.838888889,0.722222222,4.133333058,0.139881066,13461.37529,44570.17755,54476253.04,4,-8,3,-9,-10,10,-1,3,6,-9,-10,-8,4,-22,-18,-19,16,1,-10,7,2,"Low","High","High","Low-High-High"
"73",73,10500040502,"Maine","ME","Northeast","",0.1643836,3.6034956,87.8163605,0.1846006,0.288333333,6.126410591,0.308898944,-0.766750839,40,0.670588235,0.247058824,1.5172414,1.810701376,8371.172394,34109.37709,33876932.77,4,-6,7,-4,-9,10,-3,2,6,-8,-7,-4,9,4,-3,-14,22,7,-7,9,7,"High","High","High","High-High-High"
"74",74,10500040603,"Maine","ME","Northeast","",0.0697674,3.293469,88.4144669,0.6620304,0.271528662,5.706223218,0,-0.747176515,50,0.652173913,0.173913043,2.909090909,0.37345679,11859.01357,48740.83509,47991725.22,3,-6,7,-4,-8,10,-1,3,7,-8,-6,-7,6,2,-7,-12,20,5,-6,8,7,"Low","High","High","Low-High-High"
"75",75,10500040604,"Maine","ME","Northeast","",0.475,1.1896287,63.3170547,31.515089,0.333302326,5.650962971,0,-0.013587453,33.33333333,0.703389831,0.211864407,0.481481476,0.347460147,12048.27612,54499.22069,48757643.6,6,-4,4,-10,-10,10,-1,10,5,-8,-7,-1,6,6,-5,-15,26,6,-8,10,8,"High","High","High","High-High-High"
"76",76,10500040605,"Maine","ME","Northeast","",0.0206186,1.3583833,95.6124573,0,0.343858268,5.677999973,0,-0.655631435,57.14285714,0.818181818,0.323232323,3.041666882,0.568495628,7622.605392,35650.84613,30847589.59,2,-4,9,-1,-10,10,-1,4,8,-9,-8,-7,7,6,-1,-17,24,8,-8,9,8,"High","High","High","High-High-High"
"77",77,10500040606,"Maine","ME","Northeast","",0.0515614,1.1884165,90.4332428,5.2410173,0.309800797,5.760877168,1.606581676,-0.635807301,30,0.718232044,0.348066298,2.383292547,0.608162808,67394.35643,119260.4982,272735284.2,3,-4,8,-7,-9,10,-4,5,5,-8,-9,-6,7,-4,-6,-16,18,6,-8,8,5,"High","High","High","High-High-High"
"78",78,10500040902,"Maine","ME","Northeast","",0.4784689,6.4365926,59.1314049,20.4899769,0.265856777,5.198202749,3.150496814,-0.685693265,33.33333333,0.650485437,0.365695793,2.370967784,0.746513125,50853.71873,116825.5617,205797698.3,6,-7,3,-9,-8,10,-5,4,5,-8,-9,-6,8,-10,-13,-15,18,3,-8,8,4,"Low","High","High","Low-High-High"
"79",79,10600010205,"Maine","ME","Northeast","",0.6537753,4.788445,82.5103836,6.1375175,0.301605442,3.045158152,1.17887451,-0.554857251,47.36842105,0.414253898,0.095768374,0.479564026,0.11190155,12746.73514,36240.08289,51584206.99,6,-6,6,-7,-9,10,-4,6,7,-6,-4,-1,3,2,-2,-9,13,7,-4,5,7,"High","Low","Low","High-Low-Low"
"80",80,10600010206,"Maine","ME","Northeast","",0.208589,3.1687527,92.6290283,1.228495,0.304751185,3.046245615,5.280651601,-0.834213421,66.66666667,0.416243655,0.14213198,0.895348771,0.195094165,14757.29151,60761.96961,59720639.94,4,-6,8,-5,-9,10,-6,2,9,-6,-5,-2,5,1,-1,-10,12,8,-5,5,6,"High","Low","Low","High-Low-Low"
"81",81,10600010306,"Maine","ME","Northeast","",0.1666667,12.9252691,41.7701111,12.9550238,0.311266129,3.00828496,6.303437142,-0.777404198,47.36842105,0.414835165,0.115384615,1.785714286,0.184839378,19582.48658,63006.12858,79247511.58,4,-8,2,-8,-9,10,-6,2,7,-6,-4,-5,4,-16,-15,-9,8,2,-4,3,3,"Low","Low","Low","Low-Low-Low"
"82",82,10600010402,"Maine","ME","Northeast","",0.3933518,21.4659576,39.5833321,4.0104165,0.247194767,3.034780744,61.53361209,-0.730965478,33.33333333,0.399602386,0.153081511,0.930481321,0.118112384,16100.72313,60461.62723,65157314.79,5,-9,2,-7,-7,10,-10,3,5,-5,-6,-3,3,-21,-12,-8,-1,3,-3,1,2,"Low","Low","Low","Low-Low-Low"
"83",83,10600010501,"Maine","ME","Northeast","",1.2034968,3.8400345,66.8888855,20.5124645,0.25852071,2.916826471,0.433170691,-0.290259735,46.66666667,0.363424125,0.118287938,0.746407968,0.109427439,6171.203643,27053.38249,24973975.1,8,-6,4,-9,-8,10,-3,8,6,-5,-5,-2,3,2,-5,-8,16,6,-3,7,7,"High","Low","High","High-Low-High"
"84",84,10600010502,"Maine","ME","Northeast","",1.1557177,11.7404289,64.7966461,0.6086397,0.18601476,2.923346693,6.333270677,-0.7904563,14.28571429,0.182844244,0.016930023,0.321543419,0.402185401,14650.48503,55864.89391,59288409.44,8,-8,4,-4,-4,10,-6,2,3,-3,-2,-1,7,10,-1,1,10,8,-1,4,8,"High","Low","Low","High-Low-Low"
"85",85,10600010503,"Maine","ME","Northeast","",1.6778171,7.5627861,62.1418495,6.4713593,0.224690058,2.901987104,0.82425885,-0.396790184,52.94117647,0.538275026,0.114305507,1.53095421,0.141907718,16191.61686,67690.02714,65525148.67,9,-7,4,-7,-6,10,-4,7,7,-7,-4,-4,4,4,-5,-7,16,6,-3,7,7,"High","Low","High","High-Low-High"
"86",86,10600010504,"Maine","ME","Northeast","",1.5292846,9.8268738,79.7094498,0,0.175045045,2.904460512,1.254400812,-0.576227683,75,0.566613162,0.110754414,1.341264319,0.737172304,4217.714715,22146.8443,17068485.88,9,-8,6,-1,-4,10,-4,5,10,-7,-4,-4,8,22,2,-5,25,9,-2,9,10,"High","Low","High","High-Low-High"
"87",87,10600010505,"Maine","ME","Northeast","",2.2263346,7.3545465,67.0116882,10.1233311,0.252045977,2.902384893,3.330460363,-0.306687219,44,0.594594595,0.118747707,1.389260709,0.09053947,17609.25088,55986.00352,71262110,9,-7,4,-8,-7,10,-5,8,6,-7,-5,-4,3,-2,-6,-9,12,6,-4,5,6,"High","Low","Low","High-Low-Low"
"88",88,10600010601,"Maine","ME","Northeast","",0.3120205,4.6936264,82.1373444,6.5586419,0.31673913,3.001440445,1.354474415,-0.569958063,32,0.547758285,0.132553606,0.879807632,0.559110205,17458.00625,53150.84731,70650044.73,5,-6,6,-7,-10,10,-4,6,5,-7,-5,-2,7,3,-4,-12,19,7,-6,8,7,"High","High","High","High-High-High"
"89",89,10600010602,"Maine","ME","Northeast","",0.2093158,2.6716464,84.8016663,6.4135642,0.285576058,3.018252196,6.005883081,-0.660226075,37.85714286,0.37380301,0.147742818,0.671783868,0.299019853,98677.60801,291653.1877,399334111.7,4,-5,7,-7,-9,10,-6,4,5,-5,-5,-2,6,0,-3,-9,12,7,-4,5,6,"High","Low","Low","High-Low-Low"
"90",90,10600010603,"Maine","ME","Northeast","",0.1955645,1.9431084,87.1877518,5.8857384,0.332890756,3.053733324,5.49974675,-0.616899725,47.72727273,0.625632378,0.278246206,0.960474367,0.183247248,12397.09455,47782.55047,50169261.7,4,-5,7,-7,-10,10,-6,5,7,-8,-8,-3,4,-9,-4,-16,11,7,-8,5,4,"High","High","Low","High-High-Low"
"91",91,10600010604,"Maine","ME","Northeast","",0.1245421,0.5576738,97.9304657,0.1655629,0.250380952,2.986589946,2.420264819,-0.465915306,29.26829268,0.42019544,0.234527687,5.204546484,0.53099075,142839.7164,179442.8672,578051823.8,4,-3,9,-4,-7,10,-5,7,4,-6,-7,-9,7,4,-3,-10,18,7,-5,8,7,"High","Low","High","High-Low-High"
"92",92,10600021105,"Maine","ME","Northeast","",0.1759729,7.6087847,72.3457031,6.1407552,0.26429316,2.949054654,10.89174045,-0.650651237,18.75,0.571223022,0.238848921,1.626666662,0.15248696,30400.91439,80284.56953,123028135.6,4,-7,5,-7,-8,10,-7,4,3,-7,-7,-5,4,-18,-10,-12,4,4,-6,2,2,"Low","High","Low","Low-High-Low"
"93",93,10600021106,"Maine","ME","Northeast","",0.7443646,11.6052656,57.8537178,10.7477655,0.222380952,2.925859424,12.95159416,-0.812563862,31.25,0.418987342,0.178481013,2.059021438,0.100308889,2028.803223,16817.03875,8210275.353,7,-8,3,-8,-6,10,-7,2,5,-6,-6,-6,3,-18,-12,-8,2,3,-3,1,2,"Low","Low","Low","Low-Low-Low"
"94",94,10600030102,"Maine","ME","Northeast","",0.6272401,10.0819874,63.6607132,2.310869,0.233193133,2.924415474,10.89954805,-0.753967227,61.53846154,0.405286344,0.123348018,1.162790698,0.500619454,27751.20963,78172.45754,112305160.9,6,-8,4,-6,-6,10,-7,3,8,-6,-5,-3,7,0,-7,-7,14,5,-3,6,6,"Low","Low","High","Low-Low-High"
"95",95,10600030205,"Maine","ME","Northeast","",0.665404,2.1402726,84.4590912,8.1334791,0.189183673,2.920040399,1.572023921,-0.537113338,65,0.579984837,0.167551175,0.984962479,0.230931312,12093.96088,46350.50107,48942523.24,6,-5,7,-8,-5,10,-4,6,9,-7,-6,-3,5,8,-3,-8,19,7,-3,8,8,"High","Low","High","High-Low-High"
"96",96,10600030301,"Maine","ME","Northeast","",0.9175502,6.1291199,78.0145416,3.7982163,0.232488336,2.913252954,10.56322126,-0.604973754,55.88235294,0.375144175,0.111303345,0.908282868,0.159152594,23286.39919,83398.84921,94236714.13,7,-7,6,-7,-6,10,-7,5,8,-5,-4,-3,4,2,-4,-5,10,7,-2,4,7,"High","Low","Low","High-Low-Low"
"97",97,10600030302,"Maine","ME","Northeast","",0.8440484,0,100,0,0.132608696,2.914739775,0,-0.634801065,71.42857143,0.327731092,0.12605042,1.067897226,0.488401434,21712.14163,55185.9683,87865919.81,7,-1,10,-1,-3,10,-1,5,9,-5,-5,-3,7,36,12,-3,26,10,-1,10,10,"High","Low","High","High-Low-High"
"98",98,10600030507,"New Hampshire","NH","Northeast","",0.2065217,1.1722807,96.2406006,0,0.262029557,1.55950203,3.304268891,-0.744973657,40,0.396396396,0.099099099,1.19047619,0.452367448,13865.78129,57145.13482,56112826.06,4,-4,9,-1,-8,7,-5,3,6,-5,-4,-3,7,10,5,-10,16,9,-5,7,8,"High","Low","High","High-Low-High"
"99",99,10600030608,"New Hampshire","NH","Northeast","",0,2.5715094,32.7044029,45.28302,0.224066237,1.559480739,4.685398842,-0.918346141,50,0.75,0.5,2.333333489,1.686143577,20062.12983,59080.77807,81188558.96,1,-5,1,-10,-6,7,-6,1,7,-9,-9,-6,9,-19,-19,-17,17,1,-8,7,2,"Low","High","High","Low-High-High"
"100",100,10600030709,"New Hampshire","NH","Northeast","GRB, NH",0,3.5930169,27.8052864,61.5887108,0.248444444,1.52508077,2.176511523,-0.873290286,20,0.85,0.65,1000,1.342029982,13190.82471,64186.56175,53381373.7,1,-6,1,-10,-7,7,-4,1,4,-9,-10,-10,9,-26,-24,-19,17,1,-10,7,1,"Low","High","High","Low-High-High"
"101",101,10600030805,"New Hampshire","NH","Northeast","",0,0,100,0,0.336456559,1.526000023,2.900951789,0,0,0,0,0.04,0.780864198,12363.00688,39265.46972,50031313.79,1,-1,10,-1,-10,7,-5,10,1,-1,-1,-1,8,22,8,-5,20,10,-2,8,10,"High","Low","High","High-Low-High"
"102",102,10600030806,"New Hampshire","NH","Northeast","GRB, NH",0.4178807,3.0875659,66.0984192,23.5419407,0.316599665,1.526014359,3.684162236,-0.769435001,49.15254237,0.16373858,0.10224877,0.824903303,0.132681299,12988.48108,38311.08832,52562518.07,5,-6,4,-9,-10,7,-5,2,7,-3,-4,-2,4,-8,-8,-10,10,5,-5,4,4,"Low","Low","Low","Low-Low-Low"
"103",103,10600030901,"New Hampshire","NH","Northeast","",0.3575729,7.4613266,48.3786621,13.8090887,0.337713675,1.533539821,0.804442316,-0.456875006,30.76923077,0.269349845,0.185758514,0.584874194,0.12005693,11151.00588,36712.98468,45126519.76,5,-7,3,-8,-10,7,-4,7,5,-4,-6,-2,3,-10,-9,-13,12,4,-7,5,4,"Low","High","Low","Low-High-Low"
"104",104,10600030902,"New Hampshire","NH","Northeast","GRB, NH",0.2318059,3.2063522,68.1040039,17.1055546,0.233959732,1.445996744,3.147171439,-0.552542421,32,0.347921225,0.124726477,0.478087642,0.190068169,19859.49901,62304.53382,80368541.11,4,-6,4,-9,-6,7,-5,6,5,-5,-5,-1,5,-4,-8,-9,14,5,-4,6,5,"Low","Low","High","Low-Low-High"
"105",105,10600030903,"New Hampshire","NH","Northeast","GRB, NH",0.0651466,4.431231,61.2932663,23.9642849,0.224130191,1.463277241,1.991744433,-0.641786675,29.16666667,0.373088685,0.137614679,1.146853173,0.376983913,21611.45992,75813.71826,87458475.36,3,-6,4,-9,-6,7,-4,4,4,-5,-5,-3,6,-6,-11,-9,14,3,-4,6,5,"Low","Low","High","Low-Low-High"
"106",106,10600030904,"New Hampshire","NH","Northeast","GRB, NH",0.3691583,2.0165818,67.8392715,22.9901772,0.293112164,1.521352837,5.901413299,-0.640914484,35.55555556,0.32096475,0.202844774,0.760640679,0.178242616,19223.02243,50191.76554,77792811.77,5,-5,4,-9,-9,7,-6,4,5,-4,-7,-2,4,-12,-7,-13,8,5,-7,3,4,"Low","High","Low","Low-High-Low"
"107",107,10600031001,"New Hampshire","NH","Northeast","",0.3030052,9.1057329,66.098259,9.5157614,0.286915505,2.61519161,18.79425892,-0.661893757,30.76923077,0.468007313,0.24253504,1.753768761,0.343076219,30971.65946,65040.17149,125337859,5,-8,4,-8,-9,9,-8,4,5,-6,-7,-5,6,-16,-12,-13,9,3,-7,4,3,"Low","High","Low","Low-High-Low"
"108",108,10600031002,"New Hampshire","NH","Northeast","",0.9928229,12.5900774,58.4700127,4.7120814,0.260454545,2.887803048,23.05720177,-0.431122461,51.42857143,0.427971188,0.047118848,1.364922182,0.159914539,28430.74195,49955.41143,115055130.7,8,-8,3,-7,-8,10,-8,7,7,-6,-2,-4,4,-4,-8,-6,10,5,-2,4,5,"Low","Low","Low","Low-Low-Low"
"109",109,10600031003,"New Hampshire","NH","Northeast","",1.6043251,12.1590166,64.8982162,3.508462,0.31679941,2.922993219,2.419475792,-0.323636277,27.27272727,0.584310441,0.074539363,1.179466016,0.047124043,14654.93359,46412.89731,59306412.12,9,-8,4,-6,-10,10,-5,8,4,-7,-3,-3,2,-6,-4,-10,8,7,-5,3,5,"High","Low","Low","High-Low-Low"
"110",110,10600031005,"New Hampshire","NH","Northeast","",2.5089834,19.2499981,54.7537613,4.8600173,0.188126551,2.917161048,5.03215047,-0.347529222,51.28205128,0.860723939,0.055222852,2.048875096,0.045014967,36428.94382,66204.39908,147422705.3,10,-9,3,-7,-4,10,-6,8,7,-10,-3,-6,2,-6,-9,-7,10,4,-3,4,5,"Low","Low","Low","Low-Low-Low"
"111",111,10600031101,"Maine","ME","Northeast","WEL, ME",1.3295437,0.4620107,96.0364151,2.4415147,0.208403694,2.917636022,0,-0.32070234,80,0.416239316,0.08034188,0.380172325,0.121438032,20186.27763,52116.72211,81690967.28,8,-3,9,-6,-5,10,-1,8,10,-6,-3,-1,3,26,7,-4,22,10,-2,9,10,"High","Low","High","High-Low-High"
"112",112,10600031102,"Maine","ME","Northeast","WEL, ME",2.1622205,22.2858925,39.4443932,3.8436801,0.226119086,2.90249633,8.109896812,-0.568854053,42.42424242,0.656955912,0.14425923,2.770280322,0.076029602,62804.45793,101698.8567,254160623.9,9,-9,2,-7,-6,10,-6,6,6,-8,-5,-7,2,-14,-12,-9,7,3,-4,3,3,"Low","Low","Low","Low-Low-Low"
"113",113,10600031103,"Maine","ME","Northeast","",0.6108319,3.4448576,71.6600876,17.3478012,0.283243021,2.871064518,7.364683328,-0.661769499,45.76271186,0.364991334,0.149393414,0.658333351,0.140144346,21287.40657,53339.45113,86147077.99,6,-6,5,-9,-9,10,-6,4,6,-5,-5,-2,4,-6,-6,-9,9,6,-4,4,5,"High","Low","Low","High-Low-Low"
"114",114,10600031104,"Maine","ME","Northeast","",0.6088527,1.7457426,92.5867691,2.76157,0.258122271,2.872273354,0,-0.680318128,55.55555556,0.542635659,0.252713178,0.875199217,0.184861354,11456.24346,39100.59318,46361772.44,6,-4,8,-6,-8,10,-1,4,8,-7,-8,-2,4,8,2,-13,18,9,-7,8,8,"High","High","High","High-High-High"
"115",115,10700061404,"Massachusetts","MA","Northeast","",1.6801062,14.5206528,61.4829063,3.7619624,0.237791437,2.67682724,7.672580858,-0.272484995,55.71428571,0.497492477,0.044633902,1.101309578,0.10941374,40740.32982,102205.5371,164870265.4,9,-9,4,-7,-7,9,-6,8,8,-6,-2,-3,3,1,-6,-6,13,6,-2,5,6,"High","Low","Low","High-Low-Low"
"116",116,10802050402,"Connecticut","CT","Northeast","",0,0,100,0,0.279318055,0.88499999,1.743983571,-0.997998341,0,0,0,1.222222249,0,28592.84974,85568.60176,115711157.6,1,-1,10,-1,-8,6,-4,1,1,-1,-1,-3,1,0,6,-4,-2,9,-2,1,6,"High","Low","Low","High-Low-Low"
"117",117,10802050502,"Connecticut","CT","Northeast","",0.0350877,18.383585,42.7672958,17.1907749,0.276893939,0.88499999,2.191731173,-0.949964437,0,0.322033898,0.322033898,2.352941176,0.409644552,12667.60176,52486.2254,51263965.52,2,-9,2,-9,-8,6,-4,1,1,-4,-8,-6,7,-24,-20,-14,10,1,-7,4,1,"Low","High","Low","Low-High-Low"
"118",118,10802050504,"Connecticut","CT","Northeast","",0,0.3777705,60.9210854,37.0382538,0.309331361,0.879576921,0,0,0,0,0,0.04,0.965739453,16614.03588,50195.74303,67234617.79,1,-3,4,-10,-9,6,-1,10,1,-1,-1,-1,8,12,-9,-5,26,4,-2,10,9,"Low","Low","High","Low-Low-High"
"119",119,10802050505,"Connecticut","CT","Northeast","",0.0414995,3.0980833,44.1093369,40.9975052,0.343131156,0.881815791,0.835515786,-0.785825112,21.42857143,0.328947368,0.315789474,0.938586942,5.681564331,22025.11665,62707.56599,89132484.79,3,-6,2,-10,-10,6,-4,2,4,-5,-8,-3,10,-11,-14,-17,20,2,-8,8,4,"Low","High","High","Low-High-High"
"120",120,10802050805,"Connecticut","CT","Northeast","",0.0265487,2.264643,90,3.2142856,0.337212766,0.934000015,3.840099114,-0.443209195,-9.090909091,0.310344828,0.267241379,1.825000018,0.809917804,21603.16198,71829.70942,87424894.8,2,-5,8,-6,-10,6,-5,7,1,-4,-8,-5,8,-6,-6,-16,16,6,-8,7,5,"High","High","High","High-High-High"
"121",121,10802050904,"Connecticut","CT","Northeast","",0,1.6708313,88.9047012,3.1344912,0.360593886,1.068217903,0,-0.482898508,0,0.916666667,0.833333333,0.714285714,0.867718067,11348.20493,43987.02101,45924555.99,1,-4,7,-6,-10,6,-1,7,1,-10,-10,-2,8,-6,-4,-24,22,7,-10,9,5,"High","High","High","High-High-High"
"122",122,10802050905,"Connecticut","CT","Northeast","CCT, CT",1.2015105,7.6221042,71.6481323,4.0013962,0.323995473,1.144712505,10.76974486,-0.460012747,36.30952381,0.455657492,0.181262163,2.090051106,0.080366969,27404.70459,74250.064,110902904.8,8,-7,5,-7,-10,6,-7,7,5,-6,-6,-6,2,-18,-7,-16,6,5,-8,3,2,"Low","High","Low","Low-High-Low"
"123",123,10900010102,"Massachusetts","MA","Northeast","",1.6722629,5.5110412,71.0670776,13.7073307,0.194194999,2.922587529,0.473158427,-0.149737989,42.20183486,0.395506992,0.04477726,1.35795044,0.051854918,54928.65904,100856.0427,222288396.6,9,-7,5,-8,-5,10,-3,9,6,-5,-2,-4,2,8,-5,-2,14,6,-1,6,8,"High","Low","High","High-Low-High"
"124",124,10900010205,"Massachusetts","MA","Northeast","",1.5274552,7.6658974,62.5443726,18.540699,0.228290294,2.900587351,1.678322617,-0.591742524,38.33333333,0.521066491,0.041803818,0.687211637,0.052306903,33156.88914,86698.02379,134181169.8,9,-7,4,-9,-6,10,-4,5,5,-7,-2,-2,2,-2,-5,-5,8,6,-2,3,6,"High","Low","Low","High-Low-Low"
"125",125,10900010301,"Massachusetts","MA","Northeast","",1.2417644,4.8455024,69.5938568,17.5639229,0.230317975,2.901992213,0.827522477,-0.131605157,47.2972973,0.635018663,0.063522226,1.318485082,0.051583447,21934.45048,53309.81474,88765571.78,8,-6,5,-9,-6,10,-4,9,6,-8,-3,-4,2,0,-6,-7,13,6,-3,5,6,"High","Low","Low","High-Low-Low"
"126",126,10900010302,"Massachusetts","MA","Northeast","",0.939418,20.5711422,46.714798,0.8628309,0.260057637,2.910930818,7.856262487,-0.359684782,12,0.781056466,0.193442623,3.725432634,0.020235466,4750.650385,26380.02509,19225200.02,7,-9,2,-5,-8,10,-6,8,3,-9,-6,-8,1,-22,-13,-13,4,3,-7,2,2,"Low","High","Low","Low-High-Low"
"127",127,10900010305,"Massachusetts","MA","Northeast","",0.0190209,30.4961414,34.0264015,0.1582852,0.254153226,2.887114274,26.24516288,-0.706775333,21.73913043,0.632462687,0.458955224,19.82266643,0.074259564,29627.20285,69188.37735,119897036.1,2,-10,2,-4,-7,10,-9,3,4,-8,-9,-10,2,-36,-20,-14,-2,1,-7,1,1,"Low","High","Low","Low-High-Low"
"128",128,10900010402,"Massachusetts","MA","Northeast","",1.1065998,43.9358788,25.6356049,0.1033016,0.196949495,3.018733491,11.74638169,-0.485476235,20.54794521,0.855489099,0.192552576,3.449711656,0.036411662,20682.59837,53813.37421,83699506.03,8,-10,1,-3,-5,10,-7,6,4,-10,-6,-8,2,-20,-12,-11,4,3,-5,2,2,"Low","Low","Low","Low-Low-Low"
"129",129,10900010502,"Massachusetts","MA","Northeast","",0.0040241,53.2931213,12.1580153,0.2288568,0.22034662,3.147895173,25.53825464,-0.788452484,12.16216216,0.861723447,0.679358717,164.6659751,0.227646643,26252.40116,72705.9239,106239698.2,2,-10,1,-4,-6,10,-9,2,3,-10,-10,-10,5,-36,-21,-16,2,1,-8,1,1,"Low","High","Low","Low-High-Low"
"130",130,10900010704,"Massachusetts","MA","Northeast","",0.0102346,63.4748535,7.3176217,0.130091,0.27301855,3.12522922,68.46879247,-0.833284427,15.44117647,0.894514768,0.732489451,60.71018778,0.057960642,38627.67127,95143.82399,156320639.6,2,-10,1,-4,-8,10,-10,2,3,-10,-10,-10,2,-45,-21,-18,-6,1,-9,1,1,"Low","High","Low","Low-High-Low"
"131",131,10900010803,"Massachusetts","MA","Northeast","",0.6445367,38.707901,23.0511017,0.0884879,0.252241379,3.117989268,13.13237451,-0.65550456,28.20512821,0.532380151,0.134566863,2.579208126,0.095554703,28452.27886,89038.91049,115142287.5,6,-10,1,-3,-7,10,-7,4,4,-7,-5,-7,3,-18,-13,-9,4,3,-4,2,2,"Low","Low","Low","Low-Low-Low"
"132",132,10900010901,"Massachusetts","MA","Northeast","",0.1899213,48.4040604,15.7350168,0.1174402,0.262758023,3.14487896,39.99676562,-0.730992862,6.944444444,0.737911025,0.553191489,8.547037768,0.112124135,29127.24017,77104.15048,117873758.9,4,-10,1,-4,-8,10,-9,3,2,-9,-10,-9,3,-38,-18,-17,-2,1,-8,1,1,"Low","High","Low","Low-High-Low"
"133",133,10900010902,"Massachusetts","MA","Northeast","",0.1386038,21.6608734,56.4638176,0,0.226565657,3.13389371,18.09810689,-0.654390429,15.90909091,0.781323877,0.462174941,1.428513472,0.109148157,11781.49051,59452.62922,47678000.55,4,-9,3,-1,-6,10,-8,4,3,-9,-9,-4,3,-20,-7,-14,1,5,-7,1,2,"Low","High","Low","Low-High-Low"
"134",134,10900010903,"Massachusetts","MA","Northeast","",0.0927159,24.4759655,45.0314903,0.0659375,0.199237637,3.074934534,27.2170728,-0.675492525,26.01156069,0.771352785,0.455172414,3.903168631,0.122592699,29873.34313,72436.26167,120893130.5,3,-10,2,-3,-5,10,-9,4,4,-9,-9,-8,3,-28,-16,-13,0,1,-7,1,1,"Low","High","Low","Low-High-Low"
"135",135,10900011001,"Massachusetts","MA","Northeast","",0.1812461,27.1364517,39.2119446,0.0013483,0.235102041,2.886884307,3.767225927,-0.515523668,34.7826087,0.786644951,0.353420195,9.475529445,0.17361226,28930.26104,49109.83918,117076612.7,4,-10,2,-3,-7,10,-5,6,5,-9,-9,-9,4,-20,-16,-15,12,1,-8,5,2,"Low","High","Low","Low-High-Low"
"136",136,10900011002,"Massachusetts","MA","Northeast","",0.1051571,35.8301468,30.2330189,0.7375095,0.264316547,2.913396217,36.11068761,-0.522236229,13.04347826,0.784867821,0.388331814,13.7038113,0.055759791,6451.162169,30383.48377,26106927.06,3,-10,1,-5,-8,10,-9,6,3,-9,-9,-9,2,-36,-20,-16,0,1,-8,1,1,"Low","High","Low","Low-High-Low"
"137",137,10900011003,"Massachusetts","MA","Northeast","",0.0680776,36.9872475,27.6197891,0.6801381,0.252813299,2.95430953,34.74924228,-0.712340772,14.11764706,0.750379363,0.512898331,8.235922955,0.079678599,42225.99435,93537.64158,170882536.4,3,-10,1,-5,-7,10,-9,3,3,-9,-10,-9,2,-40,-20,-16,-4,1,-8,1,1,"Low","High","Low","Low-High-Low"
"138",138,10900011004,"Massachusetts","MA","Northeast","",0.0570737,7.2615995,79.1339188,0.6242483,0.261818182,2.930919681,6.913864498,-0.511559932,21.73913043,0.668528864,0.43575419,3.10875288,0.12755575,84268.198,108912.2005,341021298.3,3,-7,6,-4,-8,10,-6,6,4,-8,-9,-7,3,-17,-9,-15,7,4,-8,3,3,"Low","High","Low","Low-High-Low"
"139",139,10900011005,"Massachusetts","MA","Northeast","",0.2815949,49.7735443,20.6052456,0.0498482,0.243486239,3.07719721,39.65891709,-0.782159417,17.30769231,0.829508197,0.531967213,8.683736577,0.059878153,23166.76309,51127.0035,93752564,5,-10,1,-3,-7,10,-9,2,3,-9,-10,-9,2,-36,-16,-16,-4,1,-8,1,1,"Low","High","Low","Low-High-Low"
